loss,acc,val_loss,val_acc
2.471736192703247,0.07421875,2.483560085296631,0.05543933063745499
2.483820676803589,0.10789211094379425,2.389453172683716,0.1893305480480194
2.297959804534912,0.16650390625,2.222785234451294,0.19246861338615417
2.0358500480651855,0.24475523829460144,1.9081274271011353,0.2907949686050415
1.7902165651321411,0.3369140625,1.6812437772750854,0.47175732254981995
1.6824198961257935,0.40009990334510803,1.6060669422149658,0.428870290517807
1.5483970642089844,0.4560546875,1.4291890859603882,0.5387029051780701
1.475089192390442,0.4890109896659851,1.442007064819336,0.4958159029483795
1.4132189750671387,0.5205078125,1.3905757665634155,0.5146443247795105
1.347693681716919,0.5229769945144653,1.2876566648483276,0.5596234202384949
1.3236716985702515,0.541015625,1.2802997827529907,0.5753138065338135
1.2995680570602417,0.5454545617103577,1.2173296213150024,0.6035565137863159
1.2227925062179565,0.5810546875,1.1717095375061035,0.5941422581672668
1.1955262422561646,0.611388623714447,1.1280277967453003,0.6474895477294922
1.0689293146133423,0.6298701167106628,1.1302077770233154,0.624476969242096
1.1169880628585815,0.62158203125,1.0907504558563232,0.624476969242096
1.027674674987793,0.6648351550102234,1.0121837854385376,0.6757321953773499
1.0216851234436035,0.6630859375,1.0412685871124268,0.6589958071708679
0.9748392701148987,0.6818181872367859,0.9917811751365662,0.6715481281280518
0.9765701293945312,0.68115234375,0.9855116605758667,0.6694560647010803
0.9575741291046143,0.6823176741600037,0.9632523059844971,0.6694560647010803
0.8835435509681702,0.69970703125,0.9738526344299316,0.676778256893158
0.9161438345909119,0.6863136887550354,1.059890866279602,0.650627613067627
0.9310058951377869,0.6953125,0.9288480877876282,0.6694560647010803
0.8151158690452576,0.7182817459106445,0.9180496335029602,0.6976987719535828
0.8007936477661133,0.73388671875,0.9377493858337402,0.6715481281280518
0.8658126592636108,0.7142857313156128,0.9499941468238831,0.6788703203201294
0.7737166881561279,0.74658203125,0.8737286925315857,0.6935146450996399
0.7686648964881897,0.7442557215690613,0.8859504461288452,0.6861924529075623
0.7614526152610779,0.7422577142715454,0.8735403418540955,0.6987447738647461
0.7268655300140381,0.75048828125,0.9289430975914001,0.668410062789917
0.7315632104873657,0.7412587404251099,0.9060213565826416,0.689330518245697
0.7096995115280151,0.7568359375,0.8648527264595032,0.6987447738647461
0.7370386719703674,0.748251736164093,0.8535906076431274,0.6924686431884766
0.6485706567764282,0.77734375,0.8215096592903137,0.7207112908363342
0.655470609664917,0.789710283279419,0.7968606948852539,0.7280334830284119
0.6561950445175171,0.78271484375,0.8378474712371826,0.7018828392028809
0.6354559659957886,0.7927072644233704,0.8011088967323303,0.7374476790428162
0.6917133331298828,0.76953125,0.8956418633460999,0.6945606470108032
0.5972992777824402,0.8071928024291992,0.8620396256446838,0.6966527104377747
0.6600029468536377,0.7763671875,0.7893050312995911,0.7353556752204895
0.5945374369621277,0.8001998066902161,0.900903046131134,0.6757321953773499
0.6000279188156128,0.794921875,0.829604983329773,0.7186192274093628
0.5559945106506348,0.8131868243217468,0.8469234704971313,0.7144351601600647
0.5554168224334717,0.8026973009109497,0.7714541554450989,0.7301255464553833
0.5463336110115051,0.8193359375,0.8356183767318726,0.7217572927474976
0.5426123738288879,0.8131868243217468,0.8671625256538391,0.7112970948219299
0.4914216995239258,0.83349609375,0.763298749923706,0.7395397424697876
0.5044763684272766,0.8391608595848083,0.8259890675544739,0.7217572927474976
0.5050901770591736,0.8310546875,0.765592634677887,0.7353556752204895
